Country,year,grass_share
Austria,1997,0.091
Austria,1998,0.086
Austria,1999,0.08
Austria,2000,0.081
Austria,2001,0.083
Austria,2002,0.084
Austria,2003,0.086
Austria,2004,0.087
Austria,2005,0.08900000000000001
Austria,2006,0.09
Austria,2007,0.09
Austria,2008,0.09
Austria,2009,0.09
Bangladesh,1961,0
Bangladesh,1962,0
Bangladesh,1963,0
Bangladesh,1964,0
Bangladesh,1965,0
Bangladesh,1966,0
Bangladesh,1967,0
Bangladesh,1968,0
Bangladesh,1969,0
Bangladesh,1970,0
Bangladesh,1971,0
Bangladesh,1972,0
Bangladesh,1973,0
Bangladesh,1974,0
Bangladesh,1975,0
Bangladesh,1976,0
Bangladesh,1977,0
Bangladesh,1978,0
Bangladesh,1979,0
Bangladesh,1980,0
Bangladesh,1981,0
Bangladesh,1982,0
Bangladesh,1983,0
Bangladesh,1984,0
Bangladesh,1985,0
Bangladesh,1986,0
Bangladesh,1987,0
Bangladesh,1988,0
Bangladesh,1989,0
Bangladesh,1990,0
Bangladesh,1991,0
Bangladesh,1992,0
Bangladesh,1993,0
Bangladesh,1994,0
Bangladesh,1995,0
Bangladesh,1996,0
Bangladesh,1997,0
Bangladesh,1998,0
Bangladesh,1999,0.001
Bangladesh,2000,0.002
Bangladesh,2001,0.004
Bangladesh,2002,0.005
Bangladesh,2003,0.006
Bangladesh,2004,0.006
Bangladesh,2005,0.006
Bangladesh,2006,0.01
Bangladesh,2007,0.01
Bangladesh,2008,0.01
Bangladesh,2009,0.01
Barbados,1961,0
Barbados,1962,0
Barbados,1963,0
Barbados,1964,0
Barbados,1965,0
Barbados,1966,0
Barbados,1967,0
Barbados,1968,0
Barbados,1969,0
Barbados,1970,0
Barbados,1971,0
Barbados,1972,0
Barbados,1973,0
Barbados,1974,0
Barbados,1975,0
Barbados,1976,0
Barbados,1977,0
Barbados,1978,0
Barbados,1979,0
Barbados,1980,0
Barbados,1981,0
Barbados,1982,0
Barbados,1983,0
Barbados,1984,0
Barbados,1985,0
Barbados,1986,0
Barbados,1987,0
Barbados,1988,0
Barbados,1989,0
Barbados,1990,0
Barbados,1991,0
Barbados,1992,0
Barbados,1993,0
Barbados,1994,0
Barbados,1995,0
Barbados,1996,0
Barbados,1997,0
Barbados,1998,0
Barbados,1999,0
Barbados,2000,0
Barbados,2001,0
Barbados,2002,0
Barbados,2003,0
Barbados,2004,0
Barbados,2005,0
Barbados,2006,0
Barbados,2007,0
Barbados,2008,0
Barbados,2009,0
Belgium-Luxemburg,1961,0
Belgium-Luxemburg,1962,0.02
Belgium-Luxemburg,1963,0.039
Belgium-Luxemburg,1964,0.059000000000000004
Belgium-Luxemburg,1965,0.079
Belgium-Luxemburg,1966,0.098
Belgium-Luxemburg,1967,0.11800000000000001
Belgium-Luxemburg,1968,0.138
Belgium-Luxemburg,1969,0.157
Belgium-Luxemburg,1970,0.177
Belgium-Luxemburg,1971,0.19699999999999998
Belgium-Luxemburg,1972,0.21600000000000003
Belgium-Luxemburg,1973,0.23600000000000002
Belgium-Luxemburg,1974,0.256
Belgium-Luxemburg,1975,0.275
Belgium-Luxemburg,1976,0.295
Belgium-Luxemburg,1977,0.314
Belgium-Luxemburg,1978,0.33399999999999996
Belgium-Luxemburg,1979,0.354
Belgium-Luxemburg,1980,0.373
Belgium-Luxemburg,1981,0.39299999999999996
Belgium-Luxemburg,1982,0.413
Belgium-Luxemburg,1983,0.43200000000000005
Belgium-Luxemburg,1984,0.452
Belgium-Luxemburg,1985,0.47200000000000003
Belgium-Luxemburg,1986,0.491
Belgium-Luxemburg,1987,0.511
Belgium-Luxemburg,1988,0.531
Belgium-Luxemburg,1989,0.55
Belgium-Luxemburg,1990,0.57
Belgium-Luxemburg,1991,0.5589999999999999
Belgium-Luxemburg,1992,0.5479999999999999
Belgium-Luxemburg,1993,0.537
Belgium-Luxemburg,1994,0.526
Belgium-Luxemburg,1995,0.514
Belgium-Luxemburg,1996,0.503
Belgium-Luxemburg,1997,0.49200000000000005
Belgium-Luxemburg,1998,0.48100000000000004
Belgium-Luxemburg,1999,0.47
Belgium-Luxemburg,2000,0.469
Belgium-Luxemburg,2001,0.467
Belgium-Luxemburg,2002,0.466
Belgium-Luxemburg,2003,0.46399999999999997
Belgium-Luxemburg,2004,0.46299999999999997
Belgium-Luxemburg,2005,0.461
Belgium-Luxemburg,2006,0.46
Belgium-Luxemburg,2007,0.46
Belgium-Luxemburg,2008,0.46
Belgium-Luxemburg,2009,0.46
Belize,1961,0
Belize,1962,0
Belize,1963,0
Belize,1964,0
Belize,1965,0
Belize,1966,0
Belize,1967,0
Belize,1968,0
Belize,1969,0
Belize,1970,0
Belize,1971,0
Belize,1972,0
Belize,1973,0
Belize,1974,0
Belize,1975,0
Belize,1976,0
Belize,1977,0
Belize,1978,0
Belize,1979,0
Belize,1980,0
Belize,1981,0
Belize,1982,0
Belize,1983,0
Belize,1984,0
Belize,1985,0
Belize,1986,0
Belize,1987,0
Belize,1988,0
Belize,1989,0
Belize,1990,0
Belize,1991,0
Belize,1992,0
Belize,1993,0
Belize,1994,0
Belize,1995,0
Belize,1996,0
Belize,1997,0
Belize,1998,0
Belize,1999,0
Belize,2000,0
Belize,2001,0
Belize,2002,0
Belize,2003,0
Belize,2004,0
Belize,2005,0
Belize,2006,0
Belize,2007,0
Belize,2008,0
Belize,2009,0
Benin,1961,0
Benin,1962,0
Benin,1963,0
Benin,1964,0
Benin,1965,0
Benin,1966,0
Benin,1967,0
Benin,1968,0
Benin,1969,0
Benin,1970,0
Benin,1971,0
Benin,1972,0
Benin,1973,0
Benin,1974,0
Benin,1975,0
Benin,1976,0
Benin,1977,0
Benin,1978,0
Benin,1979,0
Benin,1980,0
Benin,1981,0
Benin,1982,0
Benin,1983,0
Benin,1984,0
Benin,1985,0
Benin,1986,0
Benin,1987,0
Benin,1988,0
Benin,1989,0
Benin,1990,0
Benin,1991,0
Benin,1992,0
Benin,1993,0
Benin,1994,0
Benin,1995,0
Benin,1996,0
Benin,1997,0
Benin,1998,0
Benin,1999,0
Benin,2000,0
Benin,2001,0
Benin,2002,0
Benin,2003,0
Benin,2004,0
Benin,2005,0
Benin,2006,0
Benin,2007,0
Benin,2008,0
Benin,2009,0
Bolivia (Plurinational State of),1961,0
Bolivia (Plurinational State of),1962,0
Bolivia (Plurinational State of),1963,0
Bolivia (Plurinational State of),1964,0
Bolivia (Plurinational State of),1965,0
Bolivia (Plurinational State of),1966,0
Bolivia (Plurinational State of),1967,0
Bolivia (Plurinational State of),1968,0
Bolivia (Plurinational State of),1969,0
Bolivia (Plurinational State of),1970,0
Bolivia (Plurinational State of),1971,0
Bolivia (Plurinational State of),1972,0
Bolivia (Plurinational State of),1973,0
Bolivia (Plurinational State of),1974,0
Bolivia (Plurinational State of),1975,0
Bolivia (Plurinational State of),1976,0
Bolivia (Plurinational State of),1977,0
Bolivia (Plurinational State of),1978,0
Bolivia (Plurinational State of),1979,0
Bolivia (Plurinational State of),1980,0
Bolivia (Plurinational State of),1981,0
Bolivia (Plurinational State of),1982,0
Bolivia (Plurinational State of),1983,0
Bolivia (Plurinational State of),1984,0
Bolivia (Plurinational State of),1985,0
Bolivia (Plurinational State of),1986,0
Bolivia (Plurinational State of),1987,0
Bolivia (Plurinational State of),1988,0
Bolivia (Plurinational State of),1989,0
Bolivia (Plurinational State of),1990,0
Bolivia (Plurinational State of),1991,0
Bolivia (Plurinational State of),1992,0
Bolivia (Plurinational State of),1993,0
Bolivia (Plurinational State of),1994,0
Bolivia (Plurinational State of),1995,0
Bolivia (Plurinational State of),1996,0
Bolivia (Plurinational State of),1997,0
Bolivia (Plurinational State of),1998,0
Bolivia (Plurinational State of),1999,0
Bolivia (Plurinational State of),2000,0
Bolivia (Plurinational State of),2001,0
Bolivia (Plurinational State of),2002,0
Bolivia (Plurinational State of),2003,0
Bolivia (Plurinational State of),2004,0
Bolivia (Plurinational State of),2005,0
Bolivia (Plurinational State of),2006,0
Bolivia (Plurinational State of),2007,0
Bolivia (Plurinational State of),2008,0
Bolivia (Plurinational State of),2009,0
Botswana,1961,0
Botswana,1962,0
Botswana,1963,0
Botswana,1964,0
Botswana,1965,0
Botswana,1966,0
Botswana,1967,0
Botswana,1968,0
Botswana,1969,0
Botswana,1970,0
Botswana,1971,0
Botswana,1972,0
Botswana,1973,0
Botswana,1974,0
Botswana,1975,0
Botswana,1976,0
Botswana,1977,0
Botswana,1978,0
Botswana,1979,0
Botswana,1980,0
Botswana,1981,0
Botswana,1982,0
Botswana,1983,0
Botswana,1984,0
Botswana,1985,0
Botswana,1986,0
Botswana,1987,0
Botswana,1988,0
Botswana,1989,0
Botswana,1990,0
Botswana,1991,0
Botswana,1992,0
Botswana,1993,0
Botswana,1994,0
Botswana,1995,0
Botswana,1996,0
Botswana,1997,0
Botswana,1998,0
Botswana,1999,0
Botswana,2000,0
Botswana,2001,0
Botswana,2002,0
Botswana,2003,0
Botswana,2004,0
Botswana,2005,0
Botswana,2006,0
Botswana,2007,0
Botswana,2008,0
Botswana,2009,0
Brazil,1961,0
Brazil,1962,0
Brazil,1963,0
Brazil,1964,0
Brazil,1965,0
Brazil,1966,0
Brazil,1967,0
Brazil,1968,0
Brazil,1969,0
Brazil,1970,0
Brazil,1971,0
Brazil,1972,0
Brazil,1973,0
Brazil,1974,0
Brazil,1975,0
Brazil,1976,0
Brazil,1977,0
Brazil,1978,0
Brazil,1979,0
Brazil,1980,0
Brazil,1981,0
Brazil,1982,0
Brazil,1983,0
Brazil,1984,0
Brazil,1985,0
Brazil,1986,0
Brazil,1987,0
Brazil,1988,0
Brazil,1989,0
Brazil,1990,0
Brazil,1991,0
Brazil,1992,0
Brazil,1993,0
Brazil,1994,0
Brazil,1995,0
Brazil,1996,0
Brazil,1997,0
Brazil,1998,0
Brazil,1999,0.009000000000000001
Brazil,2000,0.019
Brazil,2001,0.027999999999999997
Brazil,2002,0.037000000000000005
Brazil,2003,0.046
Brazil,2004,0.055999999999999994
Brazil,2005,0.065
Brazil,2006,0.07400000000000001
Brazil,2007,0.076
Brazil,2008,0.076
Brazil,2009,0.076
Bulgaria,1961,0
Bulgaria,1962,0
Bulgaria,1963,0
Bulgaria,1964,0
Bulgaria,1965,0
Bulgaria,1966,0
Bulgaria,1967,0
Bulgaria,1968,0
Bulgaria,1969,0
Bulgaria,1970,0
Bulgaria,1971,0
Bulgaria,1972,0
Bulgaria,1973,0
Bulgaria,1974,0
Bulgaria,1975,0
Bulgaria,1976,0
Bulgaria,1977,0
Bulgaria,1978,0
Bulgaria,1979,0
Bulgaria,1980,0
Bulgaria,1981,0
Bulgaria,1982,0
Bulgaria,1983,0
Bulgaria,1984,0
Bulgaria,1985,0
Bulgaria,1986,0
Bulgaria,1987,0
Bulgaria,1988,0
Bulgaria,1989,0
Bulgaria,1990,0
Bulgaria,1991,0.001
Bulgaria,1992,0.002
Bulgaria,1993,0.002
Bulgaria,1994,0.003
Bulgaria,1995,0.004
Bulgaria,1996,0.005
Bulgaria,1997,0.005
Bulgaria,1998,0.006
Bulgaria,1999,0.006999999999999999
Bulgaria,2000,0.006
Bulgaria,2001,0.005
Bulgaria,2002,0.004
Bulgaria,2003,0.003
Bulgaria,2004,0.002
Bulgaria,2005,0.001
Bulgaria,2006,0
Bulgaria,2007,0
Bulgaria,2008,0
Bulgaria,2009,0
Burkina Faso,1961,0
Burkina Faso,1962,0
Burkina Faso,1963,0
Burkina Faso,1964,0
Burkina Faso,1965,0
Burkina Faso,1966,0
Burkina Faso,1967,0
Burkina Faso,1968,0
Burkina Faso,1969,0
Burkina Faso,1970,0
Burkina Faso,1971,0
Burkina Faso,1972,0
Burkina Faso,1973,0
Burkina Faso,1974,0
Burkina Faso,1975,0
Burkina Faso,1976,0
Burkina Faso,1977,0
Burkina Faso,1978,0
Burkina Faso,1979,0
Burkina Faso,1980,0
Burkina Faso,1981,0
Burkina Faso,1982,0
Burkina Faso,1983,0
Burkina Faso,1984,0
Burkina Faso,1985,0
Burkina Faso,1986,0
Burkina Faso,1987,0
Burkina Faso,1988,0
Burkina Faso,1989,0
Burkina Faso,1990,0
Burkina Faso,1991,0
Burkina Faso,1992,0
Burkina Faso,1993,0
Burkina Faso,1994,0
Burkina Faso,1995,0
Burkina Faso,1996,0
Burkina Faso,1997,0
Burkina Faso,1998,0
Burkina Faso,1999,0
Burkina Faso,2000,0
Burkina Faso,2001,0
Burkina Faso,2002,0
Burkina Faso,2003,0
Burkina Faso,2004,0
Burkina Faso,2005,0
Burkina Faso,2006,0
Burkina Faso,2007,0
Burkina Faso,2008,0
Burkina Faso,2009,0
Burundi,1961,0
Burundi,1962,0
Burundi,1963,0
Burundi,1964,0
Burundi,1965,0
Burundi,1966,0
Burundi,1967,0
Burundi,1968,0
Burundi,1969,0
Burundi,1970,0
Burundi,1971,0
Burundi,1972,0
Burundi,1973,0
Burundi,1974,0
Burundi,1975,0
Burundi,1976,0
Burundi,1977,0
Burundi,1978,0
Burundi,1979,0
Burundi,1980,0
Burundi,1981,0
Burundi,1982,0
Burundi,1983,0
Burundi,1984,0
Burundi,1985,0
Burundi,1986,0
Burundi,1987,0
Burundi,1988,0
Burundi,1989,0
Burundi,1990,0
Burundi,1991,0
Burundi,1992,0
Burundi,1993,0
Burundi,1994,0
Burundi,1995,0
Burundi,1996,0
Burundi,1997,0
Burundi,1998,0
Burundi,1999,0
Burundi,2000,0
Burundi,2001,0
Burundi,2002,0
Burundi,2003,0
Burundi,2004,0
Burundi,2005,0
Burundi,2006,0
Burundi,2007,0
Burundi,2008,0
Burundi,2009,0
Cambodia,1961,0
Cambodia,1962,0
Cambodia,1963,0
Cambodia,1964,0.001
Cambodia,1965,0.001
Cambodia,1966,0.001
Cambodia,1967,0.001
Cambodia,1968,0.001
Cambodia,1969,0.002
Cambodia,1970,0.002
Cambodia,1971,0.002
Cambodia,1972,0.002
Cambodia,1973,0.002
Cambodia,1974,0.003
Cambodia,1975,0.003
Cambodia,1976,0.003
Cambodia,1977,0.003
Cambodia,1978,0.004
Cambodia,1979,0.004
Cambodia,1980,0.004
Cambodia,1981,0.004
Cambodia,1982,0.004
Cambodia,1983,0.005
Cambodia,1984,0.005
Cambodia,1985,0.005
Cambodia,1986,0.005
Cambodia,1987,0.005
Cambodia,1988,0.006
Cambodia,1989,0.006
Cambodia,1990,0.006
Cambodia,1991,0.006999999999999999
Cambodia,1992,0.008
Cambodia,1993,0.01
Cambodia,1994,0.011000000000000001
Cambodia,1995,0.012
Cambodia,1996,0.013000000000000001
Cambodia,1997,0.013999999999999999
Cambodia,1998,0.015
Cambodia,1999,0.017
Cambodia,2000,0.018000000000000002
Cambodia,2001,0.019
Cambodia,2002,0.02
Cambodia,2003,0.021
Cambodia,2004,0.022000000000000002
Cambodia,2005,0.024
Cambodia,2006,0.053
Cambodia,2007,0.053
Cambodia,2008,0.053
Cambodia,2009,0.053
Cameroon,1961,0
Cameroon,1962,0
Cameroon,1963,0
Cameroon,1964,0
Cameroon,1965,0
Cameroon,1966,0
Cameroon,1967,0
Cameroon,1968,0
Cameroon,1969,0
Cameroon,1970,0
Cameroon,1971,0
Cameroon,1972,0
Cameroon,1973,0
Cameroon,1974,0
Cameroon,1975,0
Cameroon,1976,0
Cameroon,1977,0
Cameroon,1978,0
Cameroon,1979,0
Cameroon,1980,0
Cameroon,1981,0
Cameroon,1982,0
Cameroon,1983,0
Cameroon,1984,0
Cameroon,1985,0
Cameroon,1986,0
Cameroon,1987,0
Cameroon,1988,0
Cameroon,1989,0
Cameroon,1990,0
Cameroon,1991,0
Cameroon,1992,0
Cameroon,1993,0
Cameroon,1994,0
Cameroon,1995,0
Cameroon,1996,0
Cameroon,1997,0
Cameroon,1998,0
Cameroon,1999,0
Cameroon,2000,0
Cameroon,2001,0
Cameroon,2002,0
Cameroon,2003,0
Cameroon,2004,0
Cameroon,2005,0
Cameroon,2006,0
Cameroon,2007,0
Cameroon,2008,0
Cameroon,2009,0
Canada,1961,0
Canada,1962,0
Canada,1963,0
Canada,1964,0
Canada,1965,0
Canada,1966,0
Canada,1967,0
Canada,1968,0
Canada,1969,0
Canada,1970,0
Canada,1971,0
Canada,1972,0
Canada,1973,0
Canada,1974,0
Canada,1975,0
Canada,1976,0
Canada,1977,0
Canada,1978,0
Canada,1979,0
Canada,1980,0
Canada,1981,0
Canada,1982,0
Canada,1983,0
Canada,1984,0
Canada,1985,0
Canada,1986,0
Canada,1987,0
Canada,1988,0
Canada,1989,0
Canada,1990,0
Canada,1991,0.001
Canada,1992,0.006
Canada,1993,0.012
Canada,1994,0.017
Canada,1995,0.023
Canada,1996,0.027999999999999997
Canada,1997,0.034
Canada,1998,0.039
Canada,1999,0.045
Canada,2000,0.05
Canada,2001,0.059000000000000004
Canada,2002,0.068
Canada,2003,0.077
Canada,2004,0.086
Canada,2005,0.095
Canada,2006,0.10400000000000001
Canada,2007,0.094
Canada,2008,0.094
Canada,2009,0.094
Cape Verde,1961,0
Cape Verde,1962,0
Cape Verde,1963,0
Cape Verde,1964,0
Cape Verde,1965,0
Cape Verde,1966,0
Cape Verde,1967,0
Cape Verde,1968,0
Cape Verde,1969,0
Cape Verde,1970,0
Cape Verde,1971,0
Cape Verde,1972,0
Cape Verde,1973,0
Cape Verde,1974,0
Cape Verde,1975,0
Cape Verde,1976,0
Cape Verde,1977,0
Cape Verde,1978,0
Cape Verde,1979,0
Cape Verde,1980,0
Cape Verde,1981,0
Cape Verde,1982,0
Cape Verde,1983,0
Cape Verde,1984,0
Cape Verde,1985,0
Cape Verde,1986,0
Cape Verde,1987,0
Cape Verde,1988,0
Cape Verde,1989,0
Cape Verde,1990,0
Cape Verde,1991,0
Cape Verde,1992,0
Cape Verde,1993,0
Cape Verde,1994,0
Cape Verde,1995,0
Cape Verde,1996,0
Cape Verde,1997,0
Cape Verde,1998,0
Cape Verde,1999,0
Cape Verde,2000,0
Cape Verde,2001,0
Cape Verde,2002,0
Cape Verde,2003,0
Cape Verde,2004,0
Cape Verde,2005,0
Cape Verde,2006,0
Cape Verde,2007,0
Cape Verde,2008,0
Cape Verde,2009,0
Central African Republic,1961,0
Central African Republic,1962,0
Central African Republic,1963,0
Central African Republic,1964,0
Central African Republic,1965,0
Central African Republic,1966,0
Central African Republic,1967,0
Central African Republic,1968,0
Central African Republic,1969,0
Central African Republic,1970,0
Central African Republic,1971,0
Central African Republic,1972,0
Central African Republic,1973,0
Central African Republic,1974,0
Central African Republic,1975,0
Central African Republic,1976,0
Central African Republic,1977,0
Central African Republic,1978,0
Central African Republic,1979,0
Central African Republic,1980,0
Central African Republic,1981,0
Central African Republic,1982,0
Central African Republic,1983,0
Central African Republic,1984,0
Central African Republic,1985,0
Central African Republic,1986,0
Central African Republic,1987,0
Central African Republic,1988,0
Central African Republic,1989,0
Central African Republic,1990,0
Central African Republic,1991,0
Central African Republic,1992,0
Central African Republic,1993,0
Central African Republic,1994,0
Central African Republic,1995,0
Central African Republic,1996,0
Central African Republic,1997,0
Central African Republic,1998,0
Central African Republic,1999,0
Central African Republic,2000,0
Central African Republic,2001,0
Central African Republic,2002,0
Central African Republic,2003,0
Central African Republic,2004,0
Central African Republic,2005,0
Central African Republic,2006,0
Central African Republic,2007,0
Central African Republic,2008,0
Central African Republic,2009,0
Chad,1961,0
Chad,1962,0
Chad,1963,0
Chad,1964,0
Chad,1965,0
Chad,1966,0
Chad,1967,0
Chad,1968,0
Chad,1969,0
Chad,1970,0
Chad,1971,0
Chad,1972,0
Chad,1973,0
Chad,1974,0
Chad,1975,0
Chad,1976,0
Chad,1977,0
Chad,1978,0
Chad,1979,0
Chad,1980,0
Chad,1981,0
Chad,1982,0
Chad,1983,0
Chad,1984,0
Chad,1985,0
Chad,1986,0
Chad,1987,0
Chad,1988,0
Chad,1989,0
Chad,1990,0
Chad,1991,0
Chad,1992,0
Chad,1993,0
Chad,1994,0
Chad,1995,0
Chad,1996,0
Chad,1997,0
Chad,1998,0
Chad,1999,0
Chad,2000,0
Chad,2001,0
Chad,2002,0
Chad,2003,0
Chad,2004,0
Chad,2005,0
Chad,2006,0
Chad,2007,0
Chad,2008,0
Chad,2009,0
Chile,1961,0
Chile,1962,0.005
Chile,1963,0.01
Chile,1964,0.015
Chile,1965,0.02
Chile,1966,0.025
Chile,1967,0.03
Chile,1968,0.035
Chile,1969,0.04
Chile,1970,0.045
Chile,1971,0.05
Chile,1972,0.055
Chile,1973,0.06
Chile,1974,0.065
Chile,1975,0.07
Chile,1976,0.075
Chile,1977,0.08
Chile,1978,0.085
Chile,1979,0.09
Chile,1980,0.095
Chile,1981,0.1
Chile,1982,0.105
Chile,1983,0.11
Chile,1984,0.115
